Title C de,Title Name (English),Hindi Title,Register Serial No,Regn. No,Owner Name,State,Publication City/District,Periodicity
MAHHIN07497,KALAM TIMES,कलम टाइम्स,102307.0,MAHHIN/2009/29750,DEEPAK JASWANT HARISINGHANI,MAH,THANE,F
MAHBIL05185,MUMBAI ROSHNI TIMES,मुंबई रोशनी टाईम्स,96116.0,MAHBIL/2008/23559,VINOD RAMRAO DESHAMUKH,MAH,THANE,F
MAHMUL03405,ULHAS TIMES,,14098.0,14098/ 67,JUGAL KISHORE,MAH,THANE,F
MAHMUL02582,LION TIMES,,99367.0,MAHMUL/2008/26810,TEKU RAMCHAND MANGTANI,MAH,THANE,M
MAHHIN09954,HARSH TIMES,हर्ष टाइम्स,145302.0,MAHHIN/2017/72747,SANIYA RAJESH HINDUJA,MAH,THANE,M
MAHBIL05965,MUMBAI CHIRISTIAN TIMES,,107444.0,MAHBIL/2010/34887,SIBI A PAILY,MAH,THANE,M
MAHENG14510,PRINT PLUS TIMES,,,,PRINT PLUS PRIVATE LIMITED,MAH,THANE,M
MAHMAR39313,SIKANDAR TIMES,,112727.0,MAHMAR/2011/40170,ULHAS SAMBHAJIRAO DHAGE,MAH,THANE,M
MAHHIN05642,RAJA TIMES,राजा टाईम्स,89595.0,MAHHIN/2006/17038,KAMLESH MURLIDHAR JETHANI,MAH,THANE,M
MAHBIL06984,GHODBUNDER TIMES,घोडबंदर टाइम्स,133383.0,MAHBIL/2014/60828,PRAVEEN SITARAM NAGARE,MAH,THANE,M
MAHMAR32800,ANURAG KALYAN TIMES,,99801.0,MAHMAR/2008/27244,MEGHAN SADASHIV GUPTE,MAH,THANE,M
MAHMAR17847,LOCAL CRIME TIMES,,79278.0,MAHMAR/1999/06721,VANDANA A. PALKAR,MAH,THANE,M
MAHHIN09374,V.K.TIMES,,138383.0,MAHHIN/2015/65828,VIRENDRA KUMAR KAMLASHANKAR MISHRA,MAH,THANE,M
MAHENG14307,THE GLAMOURFUL TIMES,,,UR,ALTAMASH ANISH QURESHI,MAH,THANE,M
MAHMAR07078,VASAI TIMES,,37522.0,37522/ 80,NOEL MANWEL DABRE,MAH,THANE,M
MAHMAR40790,SUPERFAST TIMES,,116693.0,MAHMAR/2012/44136,AVINASH SURESH JAGTAP,MAH,THANE,M
MAHMAR39704,BAAGI TIMES,,113318.0,MAHMAR/2011/40761,DIVYA NARENDRANATH SHETH,MAH,THANE,M
MAHMUL03544,OPEN AIR TIMES,,145186.0,MAHMUL/2017/72631,TAHERA AHSAN SHAIKH,MAH,THANE,M
MAHMAR35823,BELAPUR TIMES,बेलापुर टाइम्स,105239.0,MAHMAR/2010/32682,RAHUL SURESH BANSODE,MAH,THANE,W
MAHBIL05096,FASHION TIMES,फैशन टाइम्स,93148.0,MAHBIL/2007/20591,KALESH NIMKAR,MAH,THANE,W
MAHHIN04153,KOMHARSH TIMES,,88485.0,MAHHIN/2002/15928,RAKESH SHARMA,MAH,THANE,W
MAHBIL06396,ULHAS DARPAN TIMES,उल्हास दर्पण टाइम्स,113373.0,MAHBIL/2011/40816,SUNIL G. AJWANI,MAH,THANE,W
MAHENG13392,SATHI COLLEGE TIMES,,133205.0,MAHENG/2015/60650,SHREENET GIRIRAJ SHANKAR SINGH,MAH,THANE,W
MAHHIN06986,SABURI TIMES,,99260.0,MAHHIN/2008/26703,AWDHESH KUMAR N. TIWARI,MAH,THANE,W
MAHHIN07083,KANOUJIA TIMES,कनौजिया टाइम्स,100872.0,MAHHIN/2009/28315,SHERBAHADUR C. KANOUJIA,MAH,THANE,W
MAHHIN08558,SINDHMATA TIMES,,117112.0,MAHHIN/2012/44555,RAM BAGHWANDAS PESWANI,MAH,THANE,W
MAHHIN08725,SHOOR VEER TIMES,,119636.0,MAHHIN/2012/47079,ANIL SHIVAJI BHOVAD,MAH,THANE,W
MAHHIN09392,ALANKAR TIMES,अलंकार टाइम्स,137601.0,MAHHIN/2015/65046,KAZIM MOHAMMAD SHAIKH,MAH,THANE,W
MAHMAL00288,SAI TIMES,,72548.0,72548/ 99,E.V.VASUDEVAN NAIR,MAH,THANE,W
MAHMAR29884,HAWALDAR TIMES,,98780.0,MAHMAR/2007/26223,ZAHEER HUSAIN HAWALDAR,MAH,THANE,W
MAHMAR41611,JAGRUK CRIME TIMES,,119634.0,MAHMAR/2012/47077,RAJENDRANATH PARASNATH PANDEY,MAH,THANE,W
MAHHIN09985,ADHINAYAK TIMES,,148211.0,MAHHIN/2017/75656,JAY RAJENDRA SINGH,MAH,THANE,W
MAHBIL07234,VISHWADEEP TIMES,विश्वदीप टाइम्स,138367.0,MAHBIL/2015/65812,VIJAY GAJANAN LELE,MAH,THANE,W
MAHMAR52047,DOMBIVALI TIMES,,,,PRADEEP VIJENDRA MASTAKAR,MAH,THANE,W
MAHMAR17002,LOK DIARY TIMES,,71137.0,71137/ 99,EKNATH BABU SHETTY,MAH,THANE,W
MAHENG09956,PRIME CITY TIMES,,92642.0,MAHENG/2005/20085,CHANDRAKANT GUJARAM CHOUDHARY,MAH,THANE,W
MAHENG11403,THE SIMPLE TIMES OF PUBLIC,,98606.0,MAHENG/2008/26049,BADDY HEMANTKUMAR GANGARAM,MAH,THANE,W
MAHMAR42024,SWARAJYA TIMES,स्वराज्य टाइम्स,129693.0,MAHMAR/2014/57138,RAHUL SURESH BANSODE,MAH,THANE,W
MAHMAR32189,SHAHAR TIMES,,98708.0,MAHMAR/2008/26151,PRAKASH PANDURANG NAGANE,MAH,THANE,W
MAHMAR38903,DANISH TIMES,,117469.0,MAHMAR/2011/44912,MOHAMMAD JAFFAR KHAN,MAH,THANE,W
MAHMAR01331,DAHANU TIMES,डहाणू टाइम्‍स,46935.0,46935/ 87,SANDEEP BHAGWANRAO KALE,MAH,THANE,W
MAHHIN09102,HIND BHUMI TIMES,,131021.0,MAHHIN/2014/58466,MANSURI M. YUSUF ABDUL HAMEED,MAH,THANE,W
MAHHIN08527,VEER VIRAT TIMES,,126064.0,MAHHIN/2013/53509,PRAKASH SHEWARAM KALWANI,MAH,THANE,W
MAHBIL00151,BHAYANDAR TIMES,भायंदर टाइम्स,47080.0,47080/ 88,M. R. JAIN,MAH,THANE,W
MAHBIL06376,MUMBAI MUMBRA TIMES,,121659.0,MAHBIL/2012/49104,ALTAF AFTAB KHAN,MAH,THANE,W
MAHBIL05953,SIHAI TIMES,SIHAI TIMES,104173.0,MAHBIL/2010/31616,MANISH ARJUNDAS ROCHANI,MAH,THANE,W
MAHHIN08167,CHINGARI TIMES,,109955.0,MAHHIN/2011/37398,HARESH RAMCHAND DUL,MAH,THANE,W
MAHHIN08225,SOPARA TIMES,,120022.0,MAHHIN/2011/47465,MOHAMMAD RIYAZ SHAFI. SK.,MAH,THANE,W
MAHHIN08938,SHAHAR PREMI TIMES,,127169.0,MAHHIN/2013/54614,SONU SUBHASH HATKAR,MAH,THANE,W
MAHMAR48582,SUKHI BHARAT TIMES,,144313.0,MAHMAR/2017/71758,HARDEEPKAUR BALDEVSINGH BHOEE,MAH,THANE,W
MAHMAR28835,PRABHODHAN TIMES,प्रबोधन टाइम्स,90863.0,MAHMAR/2006/18306,GADE HINDURAO LAXMAN,MAH,THANE,W
MAHMAR17913,KUNBI TIMES,,71620.0,71620/ 99,SANTOSH KHANDU GAYKAR,MAH,THANE,W
MAHMAR28385,UTTAR MUMBAI BULAND TIMES,उत्‍तर मुंबई बुलंद टाइम्‍स,89837.0,MAHMAR/2006/17280,HEENA ASHOK SONI,MAH,THANE,W
MAHMUL02543,NEW EXPRESS TIMES,न्यू एक्सप्रेस टाइम्स,104386.0,MAHMUL/2009/31829,ASHAD BANE SHAIKH,MAH,THANE,W
MAHMAR43777,LOKHIT TIMES,लोकहित टाइम्स,127259.0,MAHMAR/2014/54704,RAVINDRA DEVCHAND MORE,MAH,THANE,W
MAHHIN07935,CHAUBAN TIMES,,109394.0,MAHHIN/2011/36837,BRIJESH KUMAR CHAUBEY,MAH,THANE,W
MAHHIN08307,OMKAR TIMES,,121741.0,MAHHIN/2013/49186,LATA DHANRAJ PANJWANI,MAH,THANE,W
MAHHIN07188,MUMBRA KAUSA TIMES,मुम्ब्रा कौसा टाइम्स,102464.0,MAHHIN/2009/29907,IRFAN YUSUF ANSARI,MAH,THANE,W
MAHBIL10305,KUTCHI LOHANA TIMES,,,,RAJESH M. CHAWDA,MAH,THANE,W
MAHMAR30602,LOK SHAURIA TIMES,,99188.0,MAHMAR/2008/26631,DAMYANTI DILIP JAGTAP,MAH,THANE,W
MAHHIN05397,TIMKY TIMES,,88016.0,MAHHIN/2005/15459,RAJESH SRICHAND LULLA,MAH,THANE,W
MAHMAR35635,BADLAPUR TIMES,,109256.0,MAHMAR/2010/36699,SAGAR SUBHASH KADAM,MAH,THANE,W
MAHMAR51101,TIMES OF SHAHAPUR,,,,OMKAR EKNATH PATKAR,MAH,THANE,W
MAHMUL02366,NEW VISION TIMES,न्यू विज़न टाइम्स,94618.0,MAHMUL/2007/22061,AKILA ABDUL RAZAK BALBALE,MAH,THANE,W
MAHHIN09882,BHARATDESH TIMES,,,UR,LAXMAN DEVISINGH BUNDELA,MAH,THANE,W
MAHHIN09605,POLICE FOCUS TIMES,पुलिस फोकस टाइम्स,137089.0,MAHHIN/2015/64534,SHADAB AHMED SHAMIM USMANI,MAH,THANE,W
MAHURD00882,POWERLOOM TIMES,,11283.0,11283/ 66,MANZOOR HUSSAIN BAHADURI,MAH,THANE,W
MAHHIN10348,SAMMAAN TIMES,सम्मान टाइम्स,155225.0,MAHHIN/2021/82670,ROHIT SAROJ THAKUR,MAH,THANE,W
MAHMAR52545,LONAR TIMES,,160649.0,MAHMAR/2023/88094,SAMADHAN TUKARAM MULE,MAH,THANE,W
MAHMAR43652,TITWALA TIMES,,127131.0,MAHMAR/2013/54576,SAMBHAJI ATMARAM MORE,MAH,THANE,W
MAHMAR42066,JIVDANI TIMES,जीवदानी टाइम्स,132163.0,MAHMAR/2014/59608,POURNIMA UMESH TARE,MAH,THANE,W
MAHMAR42137,MAHILA PRAGATI TIMES,,123807.0,MAHMAR/2013/51252,RANJANA ASHOK PATIL,MAH,THANE,W
MAHMUL02308,EKMEV TIMES,,97960.0,MAHMUL/2008/25403,MAHENDRA DATTARAM KANADE,MAH,THANE,W
MAHMAR38767,NIRBHAY TIMES,,112205.0,MAHMAR/2011/39648,PRAMOD SHRIRANG RANDIL,MAH,THANE,W
MAHMAR45425,RAKHANDAR TIMES,राखणदार टाइम्स,134501.0,MAHMAR/2015/61946,SAJID N. SHAIKH,MAH,THANE,W
MAHBIL07152,BAUDDHA NAYAK TIMES,बौद्ध नायक टाईम्स,135607.0,MAHBIL/2015/63052,BALASAHEB ZUMBERLAL NIKAM,MAH,THANE,W
MAHBIL07087,DESH HAMARA TIMES,देश हमारा टाइम्स,134831.0,MAHBIL/2015/62276,RAMACHHARYA RAMKISHOR SINGH,MAH,THANE,W
MAHHIN03472,SAMS TIMES,,75207.0,MAHHIN/2000/02650,MUNNA M.SABBAG,MAH,THANE,W
MAHMAR35917,DAY NIGHT TIMES,डे नाईट टाइम्स,105004.0,MAHMAR/2010/32447,SHANTARAM B. SHELKE,MAH,THANE,W
MAHHIN07975,MUMBAI MASS TIMES,मुंबई मास टाइम्स,133692.0,MAHHIN/2015/61137,RAVINDRA P. JAIN,MAH,THANE,W
MAHURD02088,BEBAK SABAT TIMES,,49796.0,49796/ 89,MOHAMMED RIYAZ POJEE,MAH,THANE,W
MAHBIL07095,KAL TAK TIMES,कल तक टाइम्स,134716.0,MAHBIL/2015/62161,ANIL GOPALDAS SADHWANI,MAH,THANE,W
MAHMAR40344,KHABARDAR TIMES,,142844.0,MAHMAR/2016/70289,SUDHIR BABAN HARCHEKAR,MAH,THANE,W
MAHHIN07938,SAHASI LAKSH TIMES,साहसी लक्ष टाइम्स,107275.0,MAHHIN/2010/34718,DEEPAK SADHURAM GABA,MAH,THANE,W
MAHHIN08165,KANTA TIMES,कांता टाइम्स,108127.0,MAHHIN/2011/35570,RAMKRISHNA MADHUKAR THORAT,MAH,THANE,W
MAHENG03886,VASHI TIMES,,69758.0,69758/ 86,NEW BOMBAY PUBLICATIONS PVT. LTD.,MAH,THANE,W
MAHENG10678,TIMES OF THANE,टाईम्‍स आफ ताने,90453.0,MAHENG/2006/17896,SANJAY.D.CHAUDHARI,MAH,THANE,W
MAHMAR43611,KALWA TIMES,,126551.0,MAHMAR/2013/53996,NARENDRA DAMODAR KASABE,MAH,THANE,W
MAHURD02430,KIRDAR TIMES,किरदार टाइम्स,132533.0,MAHURD/2015/59978,SHAIKH HUSSAIN SULTAN,MAH,THANE,W
MAHMAR51092,RAJMUDRA TIMES,,153356.0,MAHMAR/2021/80801,SARIKA AMAR SHINDE,MAH,THANE,W
MAHMUL01435,THE NEW AZADI TIMES,,71820.0,71820/ 98,VIMLA GULSHAN HARI SINGHANI,MAH,THANE,W
MAHBIL03542,PRITHVIRAJ BHARAT TIMES,,79499.0,MAHBIL/2001/06942,DR. RAJESH SINGH,MAH,THANE,W
MAHBIL05927,SUMITRA TIMES,सुमित्रा टाइम्स,104784.0,MAHBIL/2010/32227,RAM SITARE NANDURAM PASI,MAH,THANE,W
MAHBIL05565,KOKAN FAST TIMES,,99335.0,MAHBIL/2008/26778,ZAHEER HUSAIN A. GANI HAWALDAR,MAH,THANE,W
MAHBIL05566,JIGER TIMES,,99334.0,MAHBIL/2008/26777,ZAHEER HUSAIN A. GANI HAWALDAR,MAH,THANE,W
MAHMAR51596,JADHAV TIMES,,156773.0,MAHMAR/2021/84218,SANTOSH CHHAGAN JADHAV,MAH,THANE,W
MAHHIN09425,AAPKA PRAHAR TIMES,आपका प्रहार टाइम्स,133358.0,MAHHIN/2015/60803,MOHAMMED WASIM SYED,MAH,THANE,W
MAHMAR32227,HOMANJALI TIMES,होमांजली टाइम्स,97780.0,MAHMAR/2008/25223,YOGITA S. BHOKARE,MAH,THANE,W
MAHBIL07184,LIMRA TIMES,लिमरा टाइम्स,137602.0,MAHBIL/2015/65047,ABDUL KARIM DAWOOD,MAH,THANE,W
MAHMAR29729,AAMHI TIMES,आम्ही टाइम्स,91400.0,MAHMAR/2007/18843,PITALE VINOD VINAYAK,MAH,THANE,W
MAHMAR30615,LOK NIYANTRAN TIMES,,99208.0,MAHMAR/2008/26651,DAMYANTI DILIP JAGTAP,MAH,THANE,W
MAHMUL03449,JANTA POLICE TIMES,जनता पोलिस टाइम्स,144717.0,MAHMUL/2016/72162,SHAMSHER JALIL ANSARI,MAH,THANE,W
MAHMUL03328,SWAPNA JYOTI TIMES,स्वप्न ज्योति टाईम्स,135394.0,MAHMUL/2015/62839,GAURAV NAMDEV SHELAR,MAH,THANE,W
MAHBIL06485,AVIRAJ TIMES,अविराज टाइम्स,127287.0,MAHBIL/2014/54732,AVISHEK ABHIMANYU SHRIVASTAV,MAH,THANE,W
MAHENG14325,WELDFAB TECH TIMES,,147562.0,MAHENG/2017/75007,ELIZA AMOL BHALERAO,MAH,THANE/ ULHASNAGAR,BM
MAHSIN00013,THE BHARAT TIMES,,35745.0,35745/ 78,R.V.RAMCHANDANI,MAH,THANE/ ULHASNAGAR,M
MAHHIN11404,UNITED SIKH TIMES,,,,CHARAN SINGH ARJUN SINGH LABANA,MAH,THANE/ ULHASNAGAR,M
MAHMAR53074,MAHAKAL TIMES,,,,SURESH UMAJI HONKAMBLE,MAH,THANE/ ULHASNAGAR,W
MAHMUL01080,TRIDEV TIMES,,64520.0,64520/ 95,KISHIN ISSARDAR TECKWANI,MAH,THANE/ ULHASNAGAR,W
MAHBIL02310,HOSHIYAR TIMES,,64519.0,64519/ 95,RAJENDRA K. RAMCHANDANI,MAH,THANE/ ULHASNAGAR,W
MAHBIL09948,AGNI PARVA TIMES,अग्नि पर्व टाइम्स,145155.0,MAHBIL/2017/72600,KAMLESH S. DUBEY,MAH,THANE/ ULHASNAGAR,W
MAHHIN09843,SOMVEER TIMES,सोमवीर टाइम्‍स,147384.0,UR,SOMVEER MUKTIYAR BHAGWANE,MAH,THANE/ ULHASNAGAR,W
MAHMAR50700,JAN YASHOMADHU TIMES,,,,PRASHANT MARUTI JADHAV,MAH,THANE/ ULHASNAGAR,W
MAHHIN01780,CITY TIMES OF MAHARASHTRA,,57009.0,57009/ 92,GIRISH CHATURVEDI,MAH,THANE/ ULHASNAGAR,W
MAHMAR49097,THE NERLA TIMES,,148220.0,MAHMAR/2018/75665,SUHAS SHANKAR BANSODE,MAH,THANE/ ULHASNAGAR,W
MAHMUL02124,KHARGHAR TIMES,,88350.0,MAHMUL/2005/15793,DEEPAK SHIVAJI GUJAR,MAH,THANE/NAVI MUMBAI,W
MAHHIN06182,DURVENDRA TIMES,,99210.0,MAHHIN/2008/26653,VASUDEV SRICHAND VALECHA,MAH,ULHASNAGAR,F
MAHBIL02642,ULHAS REAL TIMES,,68723.0,68723/ 97,SUNIL G. AJWANI,MAH,ULHASNAGAR,W
MAHBIL10405,PULGAON TIMES,,158594.0,MAHBIL/2022/86039,ANUPKUMAR JAGDISHMOHAN BHARGAV,MAH,WARDHA,D
MAHBIL10448,SEWAGRAM TIMES,,,,KAMALAKAR WASDEVRAO KHONDE,MAH,WARDHA,W
MAHMUL01391,WARDHA TIMES,,16708.0,16708/ 67,KAWAL KRISHNA SHARMA,MAH,WARDHA,W
MAHENG13241,CARMEL TIMES EXCLUSIVE,,118961.0,MAHENG/2012/46404,MOUNT CARMEL ENGLISH SCHOOL,MAH,WASHIM,M
MAHMAR37220,WASHIM TIMES,वाशिम टाइम्स,105631.0,MAHMAR/2010/33074,PAWAN KANHAIYALALJI GATTANI,MAH,WASHIM,W
MAHMAR52234,RISOD TIMES,,160044.0,MAHMAR/2023/87489,ABHAYKUMAR BHARAT AUNDHEKAR,MAH,WASHIM,W
MAHMAR31924,SAMRAT TIMES,सम्राट टाईम्स,97516.0,MAHMAR/2008/24959,VINOD DYNYANDEO TAYDE,MAH,WASHIM,W
MAHMAR19053,KARANJA TIMES,,74964.0,MAHMA/2000/02407,V.R.MOTGHARE,MAH,WASIM,W
MAHMAR02219,INDIANTIMES,,35691.0,35691/ 78,AJAHRAO VISWANATH THAKARE,MAH,YAVATMAL,TWW
MAHMAR01413,DARWHA TIMES,,50014.0,50014/ 80,MANDHANA HARISH RAMESHWAR,MAH,YAVATMAL,W
MAHMAR33793,MAREGAON TIMES,,70540.0,70540/ 99,TULSHIRAM GULABRAO MAHAJAN,MAH,YAVATMAL,W
MAHMAR49676,VIRAR TIMES,,156020.0,MAHMAR/2021/83465,RAJU DATTA RATHOD,MAH,YAVATMAL,W
MAHMAR52224,MAHAGAON TIMES,,157795.0,MAHMAR/2023/85240,GAJANAN BHIMRAO PAIKRAO,MAH,YAVATMAL,W
MAHHIN09140,PUSAD TIMES,पुसद टाइम्स,130749.0,MAHHIN/2010/58194,MAJID AHMED SALAM AHMED,MAH,YAVATMAL,W
MAHBIL01790,NEW VARHAD TIMES,,65238.0,65238/ 92,RAJENDRA RAMSAMUJ MISHRA,MAH,YAVATMAL,W
MAHMAR44370,THE SCHOLAR TIMES,द स्कॉलर टाइम्स,132509.0,MAHMAR/2014/59954,RAVINDRA MADHUKAR RATHOD,MAH,YAVATMAL,W
MAHMAR01546,DIGRAS TIMES,,73357.0,MAHMAR/1992/00800,PUNDLIK SHIVRAMJI INGOLE,MAH,YAVATMAL,W
MAHMAR01730,FAMILY PLANING TIMES,,22791.0,22791/ 73,C R UTTARWAR,MAH,YAVATMAL,W
MANBIL00323,THE LAMKA TIMES,,,,THANGCHINLIAN LANGEL,MAN,CHURACHANDPUR,D
MANENG00034,MANIPUR TIMES,,7003.0,7003/ 61,MANIPUR STATE CONGRESS COMMITTEE,MAN,IMPHAL,W
MANBIL00291,EIMI TIMES,,122527.0,MANBIL/2012/49972,MOMOI KIPGEN,MAN,IMPHAL EAST,D
MANENG00106,IMPHAL TIMES,,123647.0,MANENG/2013/51092,"IBOYAIMA KHUMAN,HEI",MAN,IMPHAL WEST,D
MANMUL00250,LAMJINGBA TIMES,,,UR,SANASAM JACKY SINGH,MAN,IMPHAL WEST,D
MANENG00129,TIMES OF SENAPATI,,,,KIBAMBE FELIX,MAN,SENAPATI,D
MANBIL00316,THE TAMENGLONG TIMES,,149700.0,MANBIL/2019/77145,CHAM CHIU SOCIETY,MAN,TAMENGLONG,D
MEGENG00074,MEGHALAYA TIMES,मेघालय टाइम्स,103404.0,MEGENG/2009/30847,DONKUPAR KHARWANLANG,MEG,EAST KHASI HILLS,D
MEGENG00016,THE SHILLONG TIMES,दी शिलॉंग टाइम्स,13759.0,13759/ 57,SHILLONG TIMES PRIVATE LIMITED,MEG,EAST KHASI HILLS/ SHILLONG,D
MEGENG00091,THE FRONTIER TIMES,,1480.0,1480/ 58,GOPAL GIRI,MEG,SHILLONG,W
MEGENG00103,THE TURA TIMES,,144059.0,MEGENG/2016/71504,MITISON D SANGMA,MEG,WEST GARO HILLS/ TURA,D
MIZMIZ00747,THE ZOZAM TIMES,द जौरम टाइम्‍स,89406.0,MIZMIZ/2006/16849,TUIKHUAHTHANGA,MIZ,AIZAWL,D
MIZBIL00020,SAIHA TIMES,सइहा टाइम्स,46800.0,46800/ 89,H. LALLIANA,MIZ,CHAMPHAI,D
MIZMIZ01067,KOLASIB TIMES,,,UR,L.H.MALSAWMTLUANGA,MIZ,KOLASIB,D
MIZMIZ01076,THE CHAWNGTE TIMES,,,,OMEG LALRAMKINLOVA,MIZ,LAWNGTLAI,D
MIZMIZ00102,LUNGLEI TIMES,लुंगलेई टाइम्स,40944.0,40944/ 90,H. LALTHANSANGA,MIZ,LUNGLEI,TWW
MIZMIZ00534,MAMIT TIMES,मामित टाइम्स,72965.0,MIZMIZ/1999/00408,H LALRAMLIANA,MIZ,MAMIT,D
MIZMIZ01003,SERCHHIP TIMES,,130731.0,MIZMIZ/2014/58176,KAPLIANA PACHUAU,MIZ,SERCHHIP,D
MPHIN14677,LOKMUKH TIMES,,52001.0,52001/,NOT GIVEN,MP,,W
MPHIN36515,TELEGRAM TIMES,,,UR,ARVIND DUGARIYA,MP,AGAR-MALWA,D
MPHIN37778,JOHILA TIMES,जोहिला टाइम्स,155844.0,MPHIN/2022/83289,RAM CHARAN MISHRA,MP,ANUPPUR,D
MPHIN23963,KOYALANCHAL TIMES,कोयलांचल टाइम्स,103859.0,MPHIN/2009/31302,VIKRAMADITYA CHOURASIYA,MP,ANUPPUR,W
MPHIN34175,DAINIK YALGAR TIMES,दैनिक यलग़ार टाइम्स,143459.0,MPHIN/2016/70904,ARIF KHAN,MP,ASHOK NAGAR,D
MPHIN38747,QASMI TIMES,कासमी टाईम्स,158628.0,MPHIN/2022/86073,MOHD HAMEED KHAN,MP,Ashok Nagar,M
MPURD00435,QASMI TIMES,,157912.0,MPURD/2022/85357,MOHD. HAMEED KHAN,MP,ASHOK NAGAR,M
MPHIN28037,RAJVIR TIMES,,116195.0,MPHIN/2012/43638,SHAILENDRA SINGH THAKUR,MP,BAITUL,D
MPHIN00518,BALAGHAT TIMES,,6413.0,6413/ 62,SH.SHANKER LAL KASAR,MP,BALAGHAT,D
MPHIN22450,NIRJA TIMES,,108762.0,MPHIN/2009/36205,RUPESH SRIVASTAVA,MP,BALAGHAT,M
MPHIN37509,THE FOREST TIMES,द फारेस्ट टाइम्स,160696.0,MPHIN/2023/88141,RATNDEEP BANGRE,MP,BALAGHAT,M
MPHIN27344,ABHINANDAN TIMES,,118965.0,MPHIN/2012/46408,KISHORE DANI,MP,BALAGHAT,M
MPHIN33744,JANMBHOOMI TIMES,जन्‍मभूमि टाईम्‍स,147536.0,MPHIN/2017/74981,SURENDRA GAJABHIYE,MP,BALAGHAT,M
MPHIN23789,KANHA JUNGLE TIMES,,109493.0,MPHIN/2010/36936,DARBU SINGH,MP,BALAGHAT,W
MPHIN12259,SHRI NANESH TIMES,श्री नानेश टाइम्स,65440.0,65440/ 96,PRAKASH CHAND DHOKA,MP,BALAGHAT,W
MPHIN25368,SURYANSH TIMES,,113015.0,MPHIN/2011/40458,SARITA SINGARE,MP,BALAGHAT,W
MPHIN19416,ASHA KI NAI UDAAN TIMES,आशा की नई उड़ान टाइम्स,91648.0,MPHIN/2005/19091,KALIRAM PATIL,MP,BETUL,F
MPHIN04783,PUKAR TIMES,पुकार टाइम्स,17201.0,17201/ 68,V.M JOSEPH,MP,BETUL,M
MPHIN05648,SAMPANA TIMES,,13047.0,13047/ 67,JAWAHARLAL PAGARIA,MP,BETUL,W
MPHIN01969,GONDWANA TIMES,,13189.0,13189/ 67,KRISHAN KUMAR JAISWAL,MP,BETUL,W
MPHIN11642,BHIND UTTHAN TIMES,भिंड उत्थान टाइम्स,62558.0,62558/ 95,VISHAMBHAR DAYAL SHARMA,MP,BHIND,OP
MPHIN00905,BHIND TIMES,भिंड टाइम्स,12974.0,12974/ 66,RAMESH CHANDRA JOHRI,MP,BHIND,W
MPHIN37492,JANTA YATHAVAT TIMES,,,,JAI PRAKASH VERMA,MP,BHOPAL,BM
MPHIN20455,RASHTRIYA MUSLIM VIKAS TIMES,राष्ट्रीय मुस्लिम विकास टाइम्स,91418.0,MPHIN/2006/18861,MOHD. MAHIR,MP,BHOPAL,BM
MPHIN37532,JAN PRAVARTAN TIMES,,,,DEVRAJ,MP,BHOPAL,BM
MPHIN37989,PASPUL TIMES,,,,NEETA PASPUL,MP,BHOPAL,BM
MPHIN38508,DILLOAD TIMES,दिल्लोद टाइम्स,160792.0,MPHIN/2023/88237,KESHAV BADONIYA,MP,BHOPAL,BM
MPHIN37296,HUZEFA TIMES,हुज़ैफा टाइम्स,158343.0,MPHIN/2021/85788,MOHD IMRAN KHAN,MP,BHOPAL,BM
MPHIN22925,NARI JAGRITI TIMES,,56639.0,56639/ 94,DHANESH KUMAR,MP,BHOPAL,BM
MPHIN29287,JALAJ TIMES,,123935.0,MPHIN/2013/51380,MAMTA YADAV,MP,BHOPAL,D
MPHIN37331,SURESH TIMES,,,UR,MEENU GUPTA,MP,BHOPAL,D
MPHIN35637,PIPLANI TIMES,,,,KIRAN SINGH PARIHAR,MP,BHOPAL,D
MPHIN35939,THE TIMES OF AWAM,,,UR,FAISAL KHAN,MP,BHOPAL,D
MPHIN12744,PRADESH TIMES,,64232.0,64232/ 96,HEERO GYANCHANDANI,MP,BHOPAL,D
MPHIN34910,TAPTI SANGAM TIMES,ताप्‍ती संगम टाइम्‍स,147819.0,MPHIN/2017/75264,MAHESH SEN,MP,BHOPAL,D
MPHIN32710,MUSHTAQ TIMES,मुशताक टाइम्स,140216.0,MPHIN/2016/67661,MUKUND SHARMA,MP,BHOPAL,D
MPHIN17931,YUVA SHANTI TIMES,,83120.0,MPHIN/2003/10563,DEVENDRA KUMAR VISHWAKARMA,MP,BHOPAL,D
MPHIN18371,MAAJ TIMES SANDHYA DAINIK,,83812.0,MPHIN/2003/11255,SHAMSHUL HASAN,MP,BHOPAL,D
MPHIN31555,TIMES OF LOCAL,,142513.0,MPHIN/2016/69958,MOHD.ARBAZ,MP,BHOPAL,D
MPENG01282,NAGAR MIRROR TIMES,नगर मिरर टाइम्स,136782.0,MPENG/2015/64227,PREETI SHARMA,MP,BHOPAL,D
MPHIN33194,LUCKY TIMES NEWS,लक्की टाइम्स न्यूज,143647.0,MPHIN/2016/71092,LOKESH HASWANI,MP,BHOPAL,D
MPHIN33816,RAHMANIA TIMES,रहमानिया टाइम्स,142486.0,MPHIN/2016/69931,ABDUR RAHMAN,MP,BHOPAL,D
MPHIN26846,SWASTIK TIMES,,115838.0,MPHIN/2011/43281,SAYED FAZAL MAHMOOD,MP,BHOPAL,D
