Title Code,Title Name (English),Hindi Title,Register Serial No,Regn. No,Owner Name,State,Publication City/District,Periodicity,title_en_clean,title_hi_clean,periodicity_tag,detected_lang_en,metaphone_code,soundex_code
KERENG02615,QUADSEN TIMES,,147946.0,KERENG/2018/75391,RAMDAS VISWANATH MENON,KER,THRISSUR,M,quadsen times,,U,en,KTSN TMS,Q325
KERMAL16352,KAIRALI TIMES NEWS,,,,LITTY GEORGE,KER,THRISSUR,TWW,kairali times,,U,en,KRL TMS,K643
KERMAL16220,IRINJALAKUDA TIMES,,,,OUR IJK CHARITABLE TRUST,KER,THRISSUR,W,irinjalakuda times,,U,en,IRNJLKT TMS,I652
KERMAL11255,TRICHUR TIMES,,13310.0,13310/ 67,C L B MENON,KER,THRISSUR,W,trichur times,,U,en,TRXR TMS,T626
LAKMAL00005,DWEEP TIMES,द्वीप टाइम्स,77486.0,LAKMAL/2001/04929,P AMEER,LAK,LAKSHADWEEP,W,dweep times,दवप टइमस,U,en,TWP TMS,D135
LDENG00002,LEH TIMES,,,,PRADEEP KUMAR,LD,LEH (LADAKH),D,leh times,,U,en,L TMS,L352
JKBIL00315,TIMES OF LADAKH,,143473.0,JKBIL/2016/70918,YOUNG DRUKPA ASSOCIATION,LD,LEH (LADAKH),D,times of ladakh,,U,en,TMS OF LTKH,T521
LDHIN00003,YETHU TIMES,,,,PANKAJ SINGH,LD,LEH (LADAKH),D,yethu times,,U,en,Y0 TMS,Y335
MAHURD02096,THE IONDIAN MUSHIM TIMES,,57080.0,57080/ 93,,MAH,,W,iondian mushim times,,U,en,INTN MXM TMS,I535
MAHMAR50169,JANPATH TIMES,,151834.0,MAHMAR/2020/79279,BALASAHEB JAGANNATH BOTHEPATIL,MAH,AHMADNAGAR,D,janpath times,,U,en,JNP0 TMS,J513
MAHMAR51210,IDEAL TIMES,,160463.0,MAHMAR/2021/87908,SACHIN TARACHAND RANDIVE,MAH,AHMADNAGAR,D,ideal times,,U,en,ITL TMS,I343
MAHMAR45849,LOKVEER TIMES,लोकवीर टाईम्स,133851.0,MAHMAR/2015/61296,SUDHAKAR AMBA DAS HONDE,MAH,AHMADNAGAR,D,lokveer times,लकवर टईमस,U,en,LKFR TMS,L216
MAHMAR43775,SARWAMAT TIMES,,126992.0,MAHMAR/2014/54437,PRADIP JAGANNATH DEOKAR,MAH,AHMADNAGAR,DE,sarwamat times,,U,en,SRWMT TMS,S653
MAHMAR43447,NAVYUVAK TIMES,,129443.0,MAHMAR/2014/56888,IMRAN RAFIK PATHAN,MAH,AHMADNAGAR,M,navyuvak times,,U,en,NFYFK TMS,N112
MAHMAR41392,SAYYAD TIMES,,122436.0,MAHMAR/2012/49881,WAHID KADAR SAYYAD,MAH,AHMADNAGAR,M,sayyad times,,U,en,SYT TMS,S335
MAHMAR41406,JANSHAKTI TIMES,,120318.0,MAHMAR/2012/47761,AFROZ SALIM SHAIKH,MAH,AHMADNAGAR,M,janshakti times,,U,en,JNXKT TMS,J522
MAHMAR40034,NIRNAYAK TIMES,,123001.0,MAHMAR/2011/50446,FIROZ SALIM SHAIKH,MAH,AHMADNAGAR,M,nirnayak times,,U,en,NRNYK TMS,N652
MAHMAR30424,KHARE SHINGNAPUR TIMES,खरे शिंगणापुर टाइम्स,94125.0,MAHMAR/2007/21568,SHAH AYYUB SAJJAN,MAH,AHMADNAGAR,M,khare shingnapur times,खर शगणपर टइमस,U,en,KHR XNKNPR TMS,K625
MAHMAR36329,RATION TIMES,रेशन टाइम्स,129762.0,MAHMAR/2010/57207,SHAMA MOHMAD SHAIKH,MAH,AHMADNAGAR,M,ration times,रशन टइमस,U,en,RXN TMS,R353
MAHMAR43111,HALONAGAR TIMES,हॅलोनगर टाईम्स,129308.0,MAHMAR/2014/56753,GALIB SHAHABUDIN SHAIKH,MAH,AHMADNAGAR,M,halonagar times,हलनगर टईमस,U,en,HLNKR TMS,H452
MAHMAR44275,SCHOOL TIMES,स्कूल टाईम्स,128797.0,MAHMAR/2014/56242,NANDKUMAR SADASHIV HAMBARDE,MAH,AHMADNAGAR,M,school times,सकल टईमस,U,en,SXL TMS,S435
MAHMAR48308,SAHAKAR DAIRY TIMES,,,UR,RANJEETSINH VIJAYSINH DESHMUKH,MAH,AHMADNAGAR,M,sahakar dairy times,,U,en,SHKR TR TMS,S263
MAHMAR25383,VIKRAM TIMES,,85663.0,MAHMAR/2004/13106,BHAVESHBHAI RAMESHBHAI PATEL,MAH,AHMADNAGAR,OP,vikram times,,U,en,FKRM TMS,V265
MAHMAR15657,A.C.TIMES,,74751.0,MAHMAR/2000/02194,FIROJ RASUL PATEL,MAH,AHMADNAGAR,W,actimes,,U,en,AKTMS,A235
MAHMAR15691,ST. LUKE TIMES,,67641.0,67641/ 97,ANANT MOHAN PATEKAR,MAH,AHMADNAGAR,W,st luke times,,U,en,ST LK TMS,S342
MAHMAR39383,DAKSHATA TIMES,,122319.0,MAHMAR/2011/49764,BANGARE NILESH KANHAIYALAL,MAH,AHMADNAGAR,W,dakshata times,,U,en,TKXT TMS,D233
MAHMAR10429,DAKSHA POLICE TIMES,,69166.0,69166/ 98,RITESH HUKUMCHAND SURANA,MAH,AHMADNAGAR,W,daksha police times,,U,en,TKX PLS TMS,D214
MAHMAR35314,FAUJADAR TIMES,फौजदार टाइम्स,104064.0,MAHMAR/2009/31507,SANJAY UTTAM KHARAT,MAH,AHMADNAGAR,W,faujadar times,फजदर टइमस,U,en,FJTR TMS,F236
MAHMAR31791,SHEVGAON TALUKA TIMES,शेवगाव तालुका टाईम्स,96054.0,MAHMAR/2008/23497,JAWALE RATNAKAR JANARDAN,MAH,AHMADNAGAR,W,shevgaon taluka times,शवगव तलक टईमस,U,en,XFKN TLK TMS,S125
MAHMAR36530,NEWS NINE TIMES,न्यूज़ नाइन टाइम्स,105365.0,MAHMAR/2010/32808,YASH MADUKARRAO THOMBRE,MAH,AHMADNAGAR,W,nine times,नयज़ नइन टइमस,U,en,NN TMS,N535
MAHMAR44164,AGNI BHRASHTACHAR TIMES,अग्नि भ्रष्टाचार टाइम्स,132164.0,MAHMAR/2014/59609,SALIM BABUBHAI PATHAN,MAH,AHMADNAGAR,W,agni bhrashtachar times,अगन भरषटचर टइमस,U,en,AKN BHRXTXR TMS,A251
MAHMAR45030,TIMES OF DUNIYADARI,टाइम्स ऑफ़ दुनियादारी,131638.0,MAHMAR/2014/59083,VIKRAM RAGHUNATH GADHE,MAH,AHMADNAGAR,W,times of duniyadari,टइमस ऑफ़ दनयदर,U,en,TMS OF TNYTR,T521
MAHMAR08414,SANAGMNER TIMES,,66740.0,66740/ 91,KISHOR RADHA KISHAN KALRA,MAH,AHMADNAGAR,W,sanagmner times,,U,en,SNKMNR TMS,S525
MAHMAR45484,NILA PRAKASH TIMES,निला प्रकाश टाइम्स,136742.0,MAHMAR/2015/64187,NAJMUDDIN JAINUDDIN SAYYAD,MAH,AHMADNAGAR,W,nila prakash times,नल परकश टइमस,U,en,NL PRKX TMS,N416
MAHMAR39577,VEER LAHUJI TIMES,,113148.0,MAHMAR/2011/40591,SANJAY HIRAMAN JADHAV,MAH,AHMADNAGAR,W,veer lahuji times,,U,en,FR LHJ TMS,V642
MAHMAR40530,SANGAMNER TIMES,,116942.0,MAHMAR/2012/44385,SURYABHAN NIVRUTTI JAYBHAYE,MAH,AHMADNAGAR,W,sangamner times,,U,en,SNKMNR TMS,S525
MAHMAR06229,SHEVGAON TIMES,,35637.0,35637/ 79,PRATIBHA PRAMOD KUMAR CHHAJED,MAH,AHMADNAGAR,W,shevgaon times,,U,en,XFKN TMS,S125
MAHMAR47324,KHIWARI TIMES,,141153.0,MAHMAR/2016/68598,SANTOSH SOPAN SHINDE,MAH,AHMADNAGAR,W,khiwari times,,U,en,KHWR TMS,K635
MAHMAR32899,SANT NAGAR TIMES,,103141.0,MAHMAR/2009/30584,NISHANT VASANT DATIR,MAH,AHMADNAGAR,W,sant nagar times,,U,en,SNT NKR TMS,S535
MAHMAR43432,KOHINOOR TIMES,,126451.0,MAHMAR/2013/53896,ABDUL SAMAD ABDUL RAHEMAN CHAUDHARI,MAH,AHMADNAGAR,W,kohinoor times,,U,en,KHNR TMS,K563
MAHMAR48842,SAMRADAY MAULI TIMES,,148496.0,MAHMAR/2017/75941,DATTATRAYA SHANKARRAO AMBILWADE,MAH,AHMADNAGAR,W,samraday mauli times,,U,en,SMRT ML TMS,S563
MAHMAR45284,NIKHIL TIMES,निखिल टाईम्स,133871.0,MAHMAR/2015/61316,RAVINDRA DINKAR BHOSALE,MAH,AHMADNAGAR,W,nikhil times,नखल टईमस,U,en,NKHL TMS,N243
MAHMAR34152,EXECUTIVE ANTICORRUPTION TIMES,एक्झीक्युटीव्ह अॅन्टीकरप्शन टाईम्स,129311.0,MAHMAR/2014/56756,DHARMRAJ MURLIDHAR BHARASKAR,MAH,AHMADNAGAR,W,executive anticorruption times,एकझकयटवह अनटकरपशन टईमस,U,en,EKSKTF ANTKRPXN TMS,E223
MAHMAR41787,AHMEDNAGAR CITY TIMES,,122318.0,MAHMAR/2012/49763,SATANKAR RAJESH SADASHIV,MAH,AHMADNAGAR,W,ahmednagar city times,,U,en,AMTNKR ST TMS,A535
MAHMAR18822,JAGRUTI TIMES,,72577.0,MAHMAR/1999/00020,SK.NASIR GAFOOR,MAH,AHMADNAGAR,W,jagruti times,,U,en,JKRT TMS,J263
MAHMAR19851,BHAGAWATI TIMES,,75626.0,MAHMAR/2000/03069,SHIVKUMAR VITHAL J.,MAH,AHMADNAGAR,W,bhagawati times,,U,en,BHKWT TMS,B233
MAHMAR34517,SUPER SARKAR TIMES,,108754.0,MAHMAR/2009/36197,AYYUB SAJJAN SHAH,MAH,AHMADNAGAR,W,super sarkar times,,U,en,SPR SRKR TMS,S162
MAHMAR24326,SHEETAL TIMES,,85739.0,MAHMAR/2003/13182,NARENDRA MADHUKAR LACHAKE,MAH,AHMADNAGAR,W,sheetal times,,U,en,XTL TMS,S343
MAHMAR42713,S B N TIMES,,123268.0,MAHMAR/2013/50713,DEEPAK PANDITRAO NIKAM,MAH,AHMANDNAGAR,D,s b n times,,U,en,S B N TMS,S153
MAHMAR43067,GONDHAWANI TIMES,,125322.0,MAHMAR/2013/52767,VANDANA DATTATRAY KANDE,MAH,AHMANDNAGAR,W,gondhawani times,,U,en,KNTHWN TMS,G535
MAHMAR07853,NAGAR TIMES,,11457.0,11457/ 65,POPATLAL JASRAJ MUNOT,MAH,AHMED NAGAR,D,nagar times,,U,en,NKR TMS,N263
MAHMAR46102,MAHARASHTRA TIMES,महाराष्ट्र टाईम्स,133844.0,MAHMAR/2013/61289,"BENNETT, COLEMAN & CO.LTD",MAH,AHMEDNAGAR,D,maharashtra times,महरषटर टईमस,U,en,MHRXTR TMS,M623
MAHMAR13184,HIND ABHIYANTA TIMES,,69720.0,69720/ 98,SHERKHANBHAI L. PATHAN,MAH,AHMEDNAGAR,F,hind abhiyanta times,,U,en,HNT ABHYNT TMS,H531
MAHMAR08270,SHIRDI TIMES,,54770.0,54770/ 92,BABASAHEB GANGADHAR,MAH,AHMEDNAGAR,F,shirdi times,,U,en,XRT TMS,S633
MAHMAR49198,SAIKIRAN TIMES,,148226.0,MAHMAR/2018/75671,RAJESH ARVIND BORUDE,MAH,AHMEDNAGAR,M,saikiran times,,U,en,SKRN TMS,S265
MAHMAR52280,FOREST TIMES,,,,ALTAF BABAMIYA SHAIKH,MAH,AHMEDNAGAR,M,forest times,,U,en,FRST TMS,F623
MAHMAR46101,RAVIVAR MAHARASHTRA TIMES,रविवार महाराष्ट्र टाईम्स,133846.0,MAHMAR/2013/61291,"BENNETT, COLEMAN & CO.LTD",MAH,AHMEDNAGAR,W,ravivar maharashtra times,रववर महरषटर टईमस,U,en,RFFR MHRXTR TMS,R116
MAHMAR24792,SAMARTHA TIMES,,86803.0,MAHMAR/2003/14246,GHODKE SUSHANT PRAKASH,MAH,AHMEDNAGAR,W,samartha times,,U,en,SMR0 TMS,S563
MAHMAR51874,PATRAKAR TIMES,,156825.0,MAHMAR/2022/84270,PATHAN JAMIRKHA GULAB,MAH,AHMEDNAGAR,W,patrakar times,,U,en,PTRKR TMS,P362
MAHMAR33771,SAPTAHIK SEEMA TIMES,,70064.0,70064/ 97,SEEMA ZUMBARLAL KUNKULAL JAIN,MAH,AHMEDNAGAR,W,saptahik seema times,,U,en,SPTHK SM TMS,S132
MAHMAR17600,SHRIRAMPUR TIMES,,18756.0,18756/ 69,GOVINDRAO WAMANRAO ADIK,MAH,AHMEDNAGAR,W,shrirampur times,,U,en,XRRMPR TMS,S665
MAHMAR38572,LALKAR TIMES,ललकार टाइम्स,111738.0,MAHMAR/2011/39181,VARSHA KAMAL RAPARTIWAR,MAH,AKOLA,W,lalkar times,ललकर टइमस,U,en,LLKR TMS,L426
MAHBIL00041,AKOLA TIMES,अकोला टाइम्स,16750.0,16750/ 67,PREMADEVI GANESH PRASAD PANDE,MAH,AKOLA,W,akola times,अकल टइमस,U,en,AKL TMS,A243
MAHHIN11384,MAHARASHTRA SHAHEER TIMES,,,,MOHD NATIQUE AHMAD MOHD SHAFIQUE,MAH,AKOLA,W,maharashtra shaheer times,,U,en,MHRXTR XHR TMS,M623
MAHMAR32529,VIDHARBHA TIMES,विदर्भ टाईम्स,97267.0,MAHMAR/2008/24710,GAJANAN VIRBHAN MESHRA,MAH,AKOLA,W,vidharbha times,वदरभ टईमस,U,en,FTHRBH TMS,V361
MAHMAR42219,MATRA BHOOMI TIMES,,123154.0,MAHMAR/2013/50599,PRAKASH TATYA DHANDE,MAH,AKOLA,W,matra bhoomi times,,U,en,MTR BHM TMS,M361
MAHHIN09918,RIZWAN TIMES,,143824.0,MAHHIN/2016/71269,MOEEZ NASIRODDIN SHAIKH,MAH,AKOLA,W,rizwan times,,U,en,RSWN TMS,R253
MAHHIN11363,YOUNG BOYS TIMES SAPTAHIK,,,UR,SHAIKH USMAN SHAIKH MALANG,MAH,AKOLA,W,young boys times saptahik,,U,en,YNK BS TMS SPTHK,Y521
MAHMAR45021,VIVEK TIMES,विवेक टाइम्स,133200.0,MAHMAR/2015/60645,SATISH SARANGDHAR HARNE,MAH,AMRAVATI,D,vivek times,ववक टइमस,U,en,FFK TMS,V123
MAHMAR51051,TIMES NINE,,,,YOGESH DNYANESHWAR KAWARE,MAH,AMRAVATI,D,times nine,,U,en,TMS NN,T525
MAHENG14641,THE VICTORIA TIMES,,154855.0,MAHENG/2022/82300,ANAND KASHINATH INGLE,MAH,AMRAVATI,D,victoria times,,U,en,FKTR TMS,V236
MAHENG13142,MELGHAT TIMES,,118526.0,MAHENG/2012/45969,MAROTI HAGRUJI RODGE,MAH,AMRAVATI,M,melghat times,,U,en,MLKHT TMS,M423
MAHENG13882,SUPREMO TIMES,,140896.0,MAHENG/2016/68341,YOGESH SUKJDEORAO DEOKE,MAH,AMRAVATI,W,supremo times,,U,en,SPRM TMS,S165
MAHBIL02266,KURHA TIMES,,70716.0,70716/ 98,K.B.SUNIL,MAH,AMRAVATI,W,kurha times,,U,en,KRH TMS,K635
MAHMAR51465,SATPUDA TIMES,,159640.0,MAHMAR/2021/87085,SANJAY DIGAMBAR KHASBAGE,MAH,AMRAVATI,W,satpuda times,,U,en,STPT TMS,S313
MAHMAR46120,BODHI TIMES,बोधी टाइम्स,135588.0,MAHMAR/2015/63033,SHARDA MANGESH TAYADE,MAH,AMRAVATI,W,bodhi times,बध टइमस,U,en,BTH TMS,B335
MAHMAR43010,ADESH TIMES,आदेश टाईम्‍स,133864.0,MAHMAR/2014/61309,ARCHANA NAGESH UMBARKAR,MAH,AMRAVATI,W,adesh times,आदश टईमस,U,en,ATX TMS,A323
MAHMAR47227,MAMATA TIMES,ममता टाइम्स,142336.0,MAHMAR/2016/69781,SANTOSH SUBHASHRAO KIRNAKE,MAH,AMRAVATI,W,mamata times,ममत टइमस,U,en,MMT TMS,M533
MAHBIL10536,CHANDUR TIMES,,,,SHAHAJAD YUSUF KHAN,MAH,AMRAVATI,W,chandur times,,U,en,XNTR TMS,C536
MAHMUR00002,DHARNI TIMES,,46927.0,46927/ 87,BARKAT SINGH RANDHAWA,MAH,AMRAVATI,W,dharni times,,U,en,THRN TMS,D653
MAHMAR19807,AMRAVATI EXCISE TIMES,,74919.0,MAHMAR/2000/02362,RAJENDRA S. PATIL,MAH,AMRAVATI,W,amravati excise times,,U,en,AMRFT EKSSS TMS,A561
MAHHIN08533,CHANDIKA TIMES,,118210.0,MAHHIN/2012/45653,DIPAK VISHWANATH GADVE,MAH,AMRAVATI,W,chandika times,,U,en,XNTK TMS,C532
MAHURD00076,AMRAVATI TIMES,,6225.0,6225/ 61,M.G. BAIG,MAH,AMRAVATI,W,amravati times,,U,en,AMRFT TMS,A561
MAHMAR40260,MRUNAL TIMES,,115329.0,MAHMAR/2012/42772,RAVINDRA BABANRAO THAKARE,MAH,AMRAVATI,W,mrunal times,,U,en,MRNL TMS,M654
MAHHIN10051,BADNERA TIMES,बडनेरा टाइम्स,150420.0,MAHHIN/2018/77865,MOHAMMAD SHOEBUDDIN,MAH,AMRAVATI,W,badnera times,बडनर टइमस,U,en,BTNR TMS,B356
MAHMAR46933,IRRIGATION TIMES,इरिगेशन टाइम्स,138651.0,MAHMAR/2015/66096,DIPAK GONDUJI INGALE,MAH,AMRAVATI,W,irrigation times,इरगशन टइमस,U,en,IRKXN TMS,I623
MAHHIN09945,ACHALPUR TIMES,,,UR,MOIN SARFUDDIN CHAVHAN,MAH,AMRAVATI,W,achalpur times,,U,en,AXLPR TMS,A241
MAHBIL10183,TALWEL TIMES,,152908.0,MAHBIL/2020/80353,SAGAR RAJENDRA MOHOD,MAH,AMRAVATI,W,talwel times,,U,en,TLWL TMS,T443
MAHMAR49866,WARUD TIMES,,151999.0,MAHMAR/2020/79444,MANJUSHRI CHANDRAKANT BHAD,MAH,AMRAVATI,W,warud times,,U,en,WRT TMS,W633
MAHBIL06370,CALIFORNIA TIMES,,70749.0,70749/ 88,GIRIDHAR BHIMRAOJI DESHMUKH,MAH,AMRAVATI,W,california times,,U,en,KLFRN TMS,C416
MAHBIL10075,PARATWADA TIMES,,153299.0,MAHBIL/2018/80744,NARESH TAYWADE,MAH,AMRAVATI,W,paratwada times,,U,en,PRTWT TMS,P633
MAHBIL10102,TIWASA TIMES,तिवसा टाइम्स,152562.0,MAHBIL/2019/80007,RAJENDRA SURYABHAN BHURE,MAH,AMRAVATI,W,tiwasa times,तवस टइमस,U,en,TWS TMS,T235
MAHURD01235,AL SAYEED TIMES,,61783.0,61783/ 95,ABDUL RAHIM KHAN,MAH,AURAMGANAD,W,al sayeed times,,U,en,AL SYT TMS,A423
MAHMAR41807,RHOKTHOK VRUTTA TIMES,,120017.0,MAHMAR/2012/47460,ANNAPURNE KALYAN PRABHAKAR,MAH,AURANGABAD,D,rhokthok vrutta times,,U,en,RHK0K FRT TMS,R232
MAHMAR43484,JANRAJ TIMES,,126016.0,MAHMAR/2013/53461,Y. K. NARAYANPURKAR,MAH,AURANGABAD,D,janraj times,,U,en,JNRJ TMS,J562
MAHMAR23828,AAPLA SANJ SAHAYADRI TIMES,,83272.0,MAHMAR/2003/10715,S.B.KALE,MAH,AURANGABAD,D,aapla sanj sahayadri times,,U,en,PL SNJ SHYTR TMS,A142
MAHENG10826,LOKMAT TIMES,लोकमत टाइम्स,43903.0,43903/ 87,M/S LOMAT MEDIA PVT. LTD.,MAH,AURANGABAD,D,lokmat times,लकमत टइमस,U,en,LKMT TMS,L253
MAHURD00113,AURANGABAD TIMES,,16872.0,16872/ 68,RAFIA AZIZ,MAH,AURANGABAD,D,aurangabad times,,U,en,ARNKBT TMS,A652
MAHMAR40918,MAHARASHTRA TIMES,,114602.0,MAHMAR/2011/42045,"BENNETT, COLEMAN & CO.LTD",MAH,AURANGABAD,D,maharashtra times,,U,en,MHRXTR TMS,M623
MAHMAR33446,YUVA TIMES,युवा टाइम्स,101393.0,MAHMAR/2009/28836,QURESHI ASEF QURESHI NIZAM,MAH,AURANGABAD,D,yuva times,यव टइमस,U,en,YF TMS,Y135
MAHMUL01946,NATIONAL CONTEST TIMES,,96813.0,MAHMUL/2004/24256,R.S.RAHANE,MAH,AURANGABAD,M,national contest times,,U,en,NXNL KNTST TMS,N354
MAHMUL02671,NATIONAL TALENT TIMES,नेशनल टैलेंट टाइम्स,104382.0,MAHMUL/2009/31825,GANESH SHESHRAO RAHANE,MAH,AURANGABAD,M,national talent times,नशनल टलट टइमस,U,en,NXNL TLNT TMS,N354
MAHMAR30951,GHABRAT TIMES,घबराट टाइम्स,98402.0,MAHMAR/2008/25845,SHABANA FEROZ PATEL SHAIKH,MAH,AURANGABAD,M,ghabrat times,घबरट टइमस,U,en,KHBRT TMS,G163
MAHMUL01878,CHILDRENS TIMES,चिल्ड्रेन्स टाइम्स,95941.0,MAHMUL/2004/23384,GANESH S.RAHANE,MAH,AURANGABAD,M,childrens times,चलडरनस टइमस,U,en,XLTRNS TMS,C436
MAHMUL02668,QUALITY BRAND TIMES,क्वालिटी ब्रांड टाइम्स,103667.0,MAHMUL/2009/31110,GANESH RAHANE,MAH,AURANGABAD,Q,quality brand times,कवलट बरड टइमस,U,en,KLT BRNT TMS,Q431
MAHMUL02669,NATIONAL ECONOMIC GROWTH TIMES,नेशनल इकनोमिक ग्रोथ टाइम्स,105556.0,MAHMUL/2009/32999,GANESH RAHANE,MAH,AURANGABAD,Q,national economic growth times,नशनल इकनमक गरथ टइमस,U,en,NXNL EKNMK KR0 TMS,N354
MAHMAR39488,LOKARPAN TIMES,,113091.0,MAHMAR/2011/40534,DEEPANKAR MURLIDHAR DHIWAR,MAH,AURANGABAD,W,lokarpan times,,U,en,LKRPN TMS,L261
MAHMAR48883,VITARA TIMES,,,UR,VYAWAHARE MAYUR GANGADHAR,MAH,AURANGABAD,W,vitara times,,U,en,FTR TMS,V363
MAHMAR49294,PHULAMBRI TIMES,फुलंब्री टाइम्स,149044.0,MAHMAR/2018/76489,ISMAILKHAN SIKANDARKHAN PATHAN,MAH,AURANGABAD,W,phulambri times,फलबर टइमस,U,en,FLMBR TMS,P451
MAHURD02589,PARWAAZ TIMES,,,UR,SYED FARHAN ALI,MAH,AURANGABAD,W,parwaaz times,,U,en,PRWS TMS,P623
MAHMUL03423,VINKARE TIMES,विनकरे टाइम्स,139997.0,MAHMUL/2015/67442,NANDA KISAN MOKALE,MAH,AURANGABAD,W,vinkare times,वनकर टइमस,U,en,FNKR TMS,V526
MAHMAR52231,JAMTHI TIMES,,,,PRAKASH MISHRILAL JADHAV,MAH,AURANGABAD,W,jamthi times,,U,en,JM0 TMS,J533
MAHMAR52023,FAROLA TIMES,,157152.0,MAHMAR/2022/84597,DINESH SHEKU RATHOD,MAH,AURANGABAD,W,farola times,,U,en,FRL TMS,F643
MAHMAR17663,VICHAR TIMES,,31831.0,31831/ 77,K.S.GAUD,MAH,AURANGABAD,W,vichar times,,U,en,FXR TMS,V263
MAHMAR47496,VIKRAND TIMES,विक्रांद टाइम्स,139686.0,MAHMAR/2016/67131,ARUN KUMAR SOMNATH MUNDADA,MAH,AURANGABAD,W,vikrand times,वकरद टइमस,U,en,FKRNT TMS,V265
MAHMAR49517,SAMBHAJINAGAR TIMES,संभाजीनगर टाइम्स,149898.0,MAHMAR/2018/77343,GANESH DADARAO JADHAV,MAH,AURANGABAD,W,sambhajinagar times,सभजनगर टइमस,U,en,SMBHJNKR TMS,S512
MAHMAR40917,RAVIVAR MAHARASHTRA TIMES,,114601.0,MAHMAR/2011/42044,"BENNETT, COLEMAN & CO.LTD",MAH,AURANGABAD,W,ravivar maharashtra times,,U,en,RFFR MHRXTR TMS,R116
MAHMAR01690,ELLORA TIMES,,18823.0,18823/ 69,M.A.SAMI,MAH,AURANGABAD,W,ellora times,,U,en,ELR TMS,E463
MAHMAR09732,POLKHOL TIMES SAPTAHIK,,84288.0,MAHMAR/1995/11731,BHAGWAN NAGARAO SHAHANE,MAH,AURANGABAD,W,polkhol times saptahik,,U,en,PLKHL TMS SPTHK,P424
MAHMAR41613,ANANDVAN TIMES,आनंदवन टाइम्स,128842.0,MAHMAR/2014/56287,SUNITA PRAKASH JAGDALE,MAH,AURANGABAD,W,anandvan times,आनदवन टइमस,U,en,ANNTFN TMS,A553
MAHMAR11339,MARATHWADA POLICE TIMES,,63353.0,63353/ 94,Y.K.NARAYANPURKAR,MAH,AURANGABAD,W,marathwada police times,,U,en,MR0WT PLS TMS,M633
MAHBIL05835,AL-BASHIR TIMES,,112413.0,MAHBIL/2009/39856,QUAZI ZUHURUDDIN RAHIMODDIN,MAH,AURANGABAD,W,albashir times,,U,en,ALBXR TMS,A412
MAHMAR49164,SHLOK TIMES,,147288.0,MAHMAR/2016/74733,AMIT RAJENDRAKUMAR ANAND,MAH,AURANGABAD,W,shlok times,,U,en,XLK TMS,S423
MAHBIL02930,MARATHWADA TIMES,,16837.0,16837/ 68,PRATAPSINGH K NAGADKAR,MAH,AURANGABAD,W,marathwada times,,U,en,MR0WT TMS,M633
MAHURD02271,KOHETOOR TIMES,,115904.0,MAHURD/2011/43347,MOHD. AYUB SHAIKH HABIB,MAH,AURANGABAD,W,kohetoor times,,U,en,KHTR TMS,K363
MAHURD01419,ALAMGEER TIMES,,38965.0,38965/ 78,FAHIMMUDDIN,MAH,AURANGABAD,W,alamgeer times,,U,en,ALMJR TMS,A452
MAHBIL06160,KHASDAR TIMES,,109913.0,MAHBIL/2011/37356,KHAN AEJAZ AHMAD,MAH,AURANGABAD,W,khasdar times,,U,en,KHSTR TMS,K236
MAHMAR53129,DIVYA LOK TIMES,,,,SAYYAD AHTESHAM-UL-HAQ,MAH,AURANGABAD,W,divya lok times,,U,en,TFY LK TMS,D142
MAHURD01981,SHAKAR TIMES,,94007.0,MAHURD/2007/21450,SHAIKH MD. ISHAQUDDIN MD. ZAHIRUDDIN,MAH,AURANGABAD,W,shakar times,,U,en,XKR TMS,S263
MAHENG12727,THE LABBAIK TIMES,,110327.0,MAHENG/2011/37770,SYED ALEEM SYED KAREEM SAUDAGAR,MAH,AURANGABAD,W,labbaik times,,U,en,LBK TMS,L123
MAHMAR46909,AGRASEN TIMES,अग्रसेन टाइम्स,138323.0,MAHMAR/2015/65768,ARUN KUMAR SOMNATH MUNDADA,MAH,AURANGABAD,W,agrasen times,अगरसन टइमस,U,en,AKRSN TMS,A262
MAHMAR48064,JAFRABAD TIMES,,,UR,IRFAN KHA BUDHAN KHA PATHAN,MAH,AURANGABAD,W,jafrabad times,,U,en,JFRBT TMS,J161
MAHMAR29395,AJANTA TIMES,अजंता टाइम्‍स,94137.0,MAHMAR/2006/21580,RAVI SHRIRAM SHEGAONKAR,MAH,AURANGABAD,W,ajanta times,अजत टइमस,U,en,AJNT TMS,A253
MAHMAR40242,PANGA TIMES,,117386.0,MAHMAR/2012/44829,CHENTANPANDIT GAIKWAD,MAH,AURANGABAD,W,panga times,,U,en,PNK TMS,P523
MAHMAR41018,JAN VIKAS TIMES,,117568.0,MAHMAR/2012/45011,SIDDIQUE SALEMMUDDIN SIDDIQUE SHUJAUDDIN,MAH,AURANGABAD,W,jan vikas times,,U,en,JN FKS TMS,J512
MAHMAR38461,BHIMYODHA TIMES,,110583.0,MAHMAR/2011/38026,KAILAS PANDURANG PAWAR,MAH,AURANGABAD,W,bhimyodha times,,U,en,BHMYTH TMS,B533
MAHMAR46080,MAHAVITRAN TIMES,महावितरण टाइम्स,136653.0,MAHMAR/2015/64098,PARMESHWAR (NANA) VISHNU PALVADE,MAH,AURANGABAD,W,mahavitran times,महवतरण टइमस,U,en,MHFTRN TMS,M136
